APOE3_Normal_names,APOE3_Normal_pvals,APOE3_Normal_logfoldchanges,APOE4_HighRisk_names,APOE4_HighRisk_pvals,APOE4_HighRisk_logfoldchanges
PARP15,0.0,1.9641535,SLC9A7,0.0,0.93896383
AC110995.1,0.0,2.3434675,PRXL2C,0.0,1.5502977
KIRREL1,0.0,0.77217263,H1FX,0.0,-0.18079263
ALDH3B1,0.0,1.1523286,RGS2,0.0,
AC015845.2,0.0,4.238449,AL390957.1,0.0,
ELK1,0.0,1.6694871,CHRM5,0.0,3.1021807
BAIAP2L1,0.0,2.1999676,ANXA2,0.0,1.3839993e-06
MTRNR2L10,0.0,2.9630587,GABRE,0.0,
CCDC124,0.0,-1.2898867,TUBB4B,0.0,
TTC26,0.0,1.005104,FES,0.0,
LINC02627,0.0,1.4402947,C19orf53,0.0,7.825028
SHE,0.0,2.603634,NUP37,0.0,
TM4SF1,0.0,1.8152848,UBL5,0.0,4.0734224
AL390066.1,0.0,4.3853283,NDUFAB1,0.0,0.79879916
IGF1,0.0,4.4303017,FRMPD4,0.0,-2.8325758e-06
AL627316.1,0.0,1.4918736,PPIF,0.0,5.7502284
SERPINB9P1,0.0,4.1144495,ACSL5,0.0,-3.0888947e-07
PLCB3,0.0,3.7015944,NOP2,0.0,5.5399903e-07
ATP2A3,0.0,3.4727159,AC100849.1,0.0,3.4638367
DUSP27,0.0,4.39381,ATP6V1F,0.0,
LHFPL3,0.0,3.4463663,AC021594.2,0.0,
LINC02208,0.0,3.3151727,NCF4,0.0,
MAP3K21,0.0,4.299403,CALCB,0.0,-2.3272972
EDN1,0.0,2.7710168,SLC17A9,0.0,
STX11,0.0,1.2669778,RELB,0.0,
PLVAP,0.0,2.2802064,HERC6,0.0,0.62376523
PLEKHG5,0.0,1.9719303,HMGB2,0.0,
ABCB4,0.0,2.0086303,PGGHG,0.0,5.40453
AL157911.1,0.0,0.14939551,TUBB6,0.0,
C8orf34,0.0,1.8539418,MYO1B,0.0,6.39125e-08
GNLY,0.0,1.37859,SEMA6B,0.0,
TMC3-AS1,0.0,3.1339922,CTNNAL1,0.0,-2.6386347
BISPR,0.0,3.1979795,LINC00378,0.0,7.3140874
ITPR3,0.0,3.229939,IRS1,0.0,3.3830895
UCHL1,0.0,2.6239889,H1F0,0.0,1.2038394
AP001059.2,0.0,2.7799373,KITLG,0.0,
TM4SF18,0.0,4.3192773,PHLDA1,0.0,
IL20RB,0.0,3.9801962,OSCAR,0.0,
TNR,0.0,2.2484584,TIFA,0.0,
HIST1H4C,0.0,3.3492336,TRAF5,0.0,-1.0661895e-06
GABRB2,0.0,3.389009,STEAP4,0.0,6.595077
OSBPL10,0.0,1.198785,AURKAIP1,0.0,1.9575453
MAP3K7CL,0.0,2.8826232,ZNF385D,0.0,
OTUD1,0.0,2.3337443,COL4A3,0.0,-3.351107e-06
SAMD13,0.0,3.5011308,ROR2,0.0,
STARD8,0.0,-0.45934257,MAFF,0.0,
DDX54,0.0,0.87132156,SRPX2,0.0,4.132113
AC012409.2,0.0,0.5541327,ABCA10,0.0,
AMPH,0.0,0.12818085,CYP1B1,0.0,
HCN1,0.0,3.0870314,AL590807.1,0.0,4.135673
ABCC3,0.0,3.5880451,EDNRA,0.0,
JCAD,0.0,2.4618328,HLA-DQB1,0.0,-3.513699e-07
AD000090.1,0.0,3.9698474,SYN3,0.0,0.36723194
GPR158,0.0,1.4010736,FGR,0.0,1.3212752e-06
HHEX,0.0,2.0172064,TESC,0.0,0.42727226
CNTN3,0.0,4.242533,TNFAIP3,0.0,
KIAA1324,0.0,3.146904,JAG1,0.0,
LAMC3,0.0,2.3636148,GCH1,0.0,
CPXM2,0.0,2.3636239,NR4A3,0.0,6.913994
RUVBL2,0.0,1.0160602,LILRB3,0.0,
ITGA11,0.0,3.8413787,THBS1,0.0,
LIMS2,0.0,4.7682157,S100A10,0.0,4.6938295
NBEAL2,0.0,0.7304489,TOMM40,0.0,3.3475233e-06
AC004889.1,0.0,-0.21777855,SNRPD2,0.0,3.970828
AC099489.1,0.0,0.41254666,SAP18,0.0,
IFIT2,0.0,0.714188,SLC39A8,0.0,-1.0934458
PAK3,0.0,2.0056832,LINC02611,0.0,8.6193705e-07
AC007681.1,0.0,3.452107,AUXG01000058.1,0.0,
CCDC134,0.0,0.05613481,CSNK2B,0.0,3.7519393e-07
CCDC73,0.0,2.7221305,LINC01500,0.0,
AC027097.1,0.0,0.97984385,MPP1,0.0,
ICAM2,0.0,3.0719595,PPP4C,0.0,-3.8790853e-07
TBCE-1,0.0,0.33695468,BLVRB,0.0,
NAGPA,0.0,2.0559604,CD83,0.0,6.0701613
MAP4K1,0.0,2.7853782,SGCZ,0.0,0.3490579
SYT16,0.0,3.691038,FAM189A1,0.0,4.9153457
SIDT1,0.0,2.168352,INAFM2,0.0,
AP001042.1,0.0,4.644386,HSPA6,0.0,5.6260576
CNTNAP5,0.0,6.072628,MS4A4E,0.0,
TCF7,0.0,-0.12769051,CALCRL,0.0,-2.3461615e-07
MYT1L,0.0,4.9730077,LINC01605,0.0,
COL1A2,0.0,-1.2146258,ADAT2,0.0,
TRPC3,0.0,-0.78665686,CYTOR,0.0,4.8391466
HIGD1B,0.0,3.7666962,RBBP8,0.0,2.8236028e-07
ADGRG5,0.0,1.9859265,SIGLEC5,0.0,
AC113383.1,0.0,5.1523256,PRDX4,0.0,
CHODL,0.0,7.455952,EPHA1-AS1,0.0,8.518004
PCAT19,0.0,4.2895684,TENT5A,0.0,-1.5032784e-06
PKIB,0.0,1.5003903,PXDN,0.0,7.889628
CDH6,0.0,2.6368833,CRIP2,0.0,0.4900568
AL356417.3,0.0,3.6913922,PTPN7,0.0,
PTPN6,0.0,-1.1233779,COL23A1,0.0,
AIFM2,0.0,1.6123645,OST4,0.0,
ZNF93,0.0,4.514845,ANXA1,0.0,
GRASP,0.0,-1.4508408,LINC01515,0.0,2.6722884e-07
TRIM11,0.0,2.8993273,IER3,0.0,
RBM15-AS1,0.0,2.95114,RPL22L1,0.0,
P2RY11,0.0,2.9490564,MRPS34,0.0,
LINC02812,0.0,4.3835835,AL606923.2,0.0,
GAS2L3,0.0,0.8836173,CCDC85B,0.0,
SERPINF2,0.0,5.6023235,IL15RA,0.0,1.035362e-06
AC079193.2,0.0,3.9664924,AL139351.3,0.0,
RALYL,0.0,2.3826852,VAMP8,0.0,
CD180,0.0,5.2048674,PRR16,0.0,
AC005699.1,0.0,3.798567,AC073529.1,0.0,3.7920407e-07
MOXD1,0.0,3.5964434,TFPI,0.0,1.5862476e-07
AC008083.3,0.0,3.1151733,RPL36AL,0.0,-1.6353592e-07
AL022311.1,0.0,-0.12415372,LINC00836,0.0,
NT5DC3,0.0,2.4495,SLC30A10,0.0,
SLC44A5,0.0,2.1001449,LINC00907,0.0,
DHX37,0.0,-0.5737151,HIST1H1D,0.0,
RTN4RL1,0.0,6.806053,SSR4,0.0,
GALNTL6,0.0,3.5042932,DOK3,0.0,-7.0469378e-06
PALMD,0.0,5.0472918,TMC1,0.0,-2.1340346
TAGAP,0.0,1.5186113,LAMB1,0.0,
HSPG2,0.0,3.4932172,TMEM268,0.0,
CLIC5,0.0,3.150883,SLCO4A1,0.0,3.1247e-06
FGD5,0.0,4.511402,SLC36A1,0.0,2.8257452e-06
DDX49,0.0,1.1566236,PKN2-AS1,0.0,4.496914
CDKN2AIP,0.0,3.5467658,CRISPLD2,0.0,
CIT,0.0,3.7562582,PAPSS2,0.0,8.9328165e-07
CYYR1,0.0,7.31955,SNU13,0.0,-1.5221497e-07
AL592429.2,0.0,4.3262434,AC009950.1,0.0,-2.5844674e-06
MFSD2A,0.0,1.8165183,FBLN1,0.0,
VEGFC,0.0,0.67142874,TGFBI,0.0,-8.2098455e-07
RANBP17,0.0,2.2141979,AC007319.1,0.0,6.0029686e-07
ANKRD7,0.0,2.920843,TEC,0.0,-8.418125e-07
LINC01010,0.0,5.4117103,IL21R,0.0,
THOC3,0.0,2.3483424,PLIN2,0.0,-0.4052633
HS3ST1,0.0,2.9632924,CLIC1,0.0,
MCF2,0.0,0.52346325,AC243960.1,0.0,
ATP8A2,0.0,4.800779,DAB2,0.0,9.470587e-08
AC024084.1,0.0,6.260906,ALDH1A2,0.0,
P2RX1,0.0,2.309497,NTNG1,0.0,-3.6221536e-07
PMFBP1,0.0,4.542162,RRP15,0.0,1.2567474e-06
ZSCAN31,0.0,2.2355072,NETO2,0.0,-1.959272e-06
SVBP,0.0,1.4496372,CD40,0.0,
AP1S3,0.0,2.2176077,BLOC1S1,0.0,-0.69376683
TENM1,0.0,2.6903942,RGS5,0.0,1.5391873e-06
GRIA1,0.0,5.009427,ATAD2,0.0,-1.7192937e-06
TRG-AS1,0.0,4.61225,GRIK2,0.0,
PSTPIP1,0.0,5.7275925,CDCP1,0.0,
GJC1,0.0,,CYTIP,0.0,-1.2457173e-07
ARRDC5,0.0,3.6254792,PDIA5,0.0,-1.2119e-06
HCG27,0.0,2.2711425,TREM2,0.0,1.6037797e-06
AFAP1L2,0.0,5.7944493,AL359232.1,0.0,
P2RY8,0.0,5.3897576,ALDH1L2,0.0,
NHSL2,0.0,1.1738266,RASSF5,0.0,-2.0282291e-06
AF064858.1,0.0,2.7242744,RHOH,0.0,-1.8669427e-06
TBX3,0.0,,LEKR1,0.0,3.166199
WIZ,0.0,0.69269395,LINC01268,0.0,-1.3610968e-06
CXCL12,0.0,2.6140835,P4HA3,0.0,
RASGRP2,0.0,3.3870618,AC244131.2,0.0,
C12orf42,0.0,5.6862082,TAF4B,0.0,1.6919801
SNTG1,0.0,9.465621,MBOAT7,0.0,-6.4838736e-07
NOSTRIN,0.0,4.30388,DCBLD1,0.0,
OBSCN,0.0,4.887472,AC083862.3,0.0,
AC005165.1,0.0,,AC092957.1,0.0,9.406302e-08
TWIST2,0.0,4.863192,COX6B1,0.0,
DNAAF2,0.0,3.4475226,NCF2,0.0,-5.060166e-07
MYBL1,0.0,3.3559442,SYNPO2,0.0,5.1448956e-09
FAM136A,0.0,-0.23650102,FRRS1,0.0,
GALNT17,0.0,7.302674,MMP24,0.0,5.879718e-06
ABCA7,0.0,3.5627747,PRDX2,0.0,
PLAT,0.0,3.165171,LINC01237,0.0,-1.3659588e-06
ZNF366,0.0,4.618026,RPS17,0.0,
TNFRSF14,0.0,1.4456774,MYO7A,0.0,8.896817e-07
PLCXD3,0.0,,HERC5,0.0,-4.9745756e-07
LINC01762,0.0,3.8902717,GADD45G,0.0,4.8308215
MEG3,0.0,8.542755,NAA10,0.0,1.238467e-06
ARHGEF28,0.0,4.863374,ANTXR2,0.0,-1.679549e-06
SLC38A11,0.0,,EIF4EBP1,0.0,
SESN2,0.0,0.009358575,LINC01146,0.0,
NR2F2,0.0,,CFH,0.0,
NET1,0.0,3.7748322,XYLB,0.0,-2.2520421e-06
HAUS1,0.0,3.3059947,HES4,0.0,
ITGB2-AS1,0.0,-1.8167604,MYO1G,0.0,
AC087627.1,0.0,2.1448855,CEACAM21,0.0,
DPEP2,0.0,7.067186,PPP1R14B,0.0,
GPR132,0.0,-0.19215736,AC009318.1,0.0,
GPAT3,0.0,,RND3,0.0,
AC022893.1,0.0,3.4356263,EFHD2,0.0,1.5843251e-06
ADAM33,0.0,3.013482,CA3,0.0,4.4163046
CYP1B1-AS1,0.0,1.3909888,F13A1,0.0,
GIMAP7,0.0,3.575819,MICAL2,0.0,-3.4698752e-07
PLS1,0.0,6.097388,AL079338.1,0.0,
AP1G2,0.0,5.130338,CCN1,0.0,
COL8A2,0.0,,RABAC1,0.0,-2.1725036e-06
RNASEH2B-AS1,0.0,-3.2872682,TRPC4,0.0,
CPA6,0.0,7.101921,PLXNC1,0.0,-1.9463505e-06
ANKRD33B,0.0,2.8079774,RPS21,0.0,-1.6598209e-06
ZNF616,0.0,1.4436344,MAFB,0.0,-1.3294311e-06
PRELP,0.0,8.965731,RRAS2,0.0,2.8545742e-08
LINC01933,0.0,6.4764977,ADAMTS1,0.0,
SMC2,0.0,0.72989887,ESR1,0.0,-7.148787e-07
EDC4,0.0,1.6127948,MX2,0.0,
CDKN2A,0.0,6.026036,RPL39,0.0,1.2591552e-06
CALM3,0.0,-1.1690487,DCN,0.0,-6.180481e-07
TRHDE,0.0,7.079347,LINC00571,0.0,3.7668988e-06
AC021851.2,0.0,3.7573812,SBDS,0.0,-5.900557e-07
ITM2A,0.0,5.455769,NOC3L,0.0,1.4422652e-06
KCNQ5,0.0,,AL359644.1,0.0,3.9774656
MTUS2,0.0,5.3385677,GFPT2,0.0,1.2527756e-06
HIST1H4H,0.0,7.1260715,HIST1H1E,0.0,
AC114757.1,0.0,7.77966,EZH2,0.0,
AC061958.1,0.0,4.444997,KLHL13,0.0,
AC007881.2,0.0,,SH2D4A,0.0,
FSTL5,0.0,3.9601479,ATF3,0.0,
KIAA1217,0.0,1.4777013,TIMP1,0.0,
NOTCH4,0.0,,SULF1,0.0,7.7319965
LPL,0.0,2.1780605,HMOX1,0.0,
PHLDB2,0.0,,RPL36,0.0,1.2740308e-06
TEK,0.0,,STXBP5L,0.0,1.9830232e-07
TNXB,0.0,2.4904976,GPR160,0.0,-5.210492e-07
TAF1A,0.0,-3.1858883,PCAT1,0.0,2.7646595e-06
AL929091.1,0.0,,H2AFZ,0.0,-2.9896188e-07
TGM2,0.0,,MR1,0.0,6.2477955e-07
Z94721.1,0.0,7.2406697,AC104365.1,0.0,
AC019197.1,0.0,2.2538273,ABI3BP,0.0,-1.9539352e-06
TCIRG1,0.0,3.0346506,FGF14,0.0,
DUSP6,0.0,4.41428,RAP2C-AS1,0.0,-2.3843388e-08
LINC00649,0.0,5.326761,C5AR1,0.0,
ELAVL4,0.0,,ECT2,0.0,5.8529384e-08
ADGRL4,0.0,,EMP2,0.0,-2.0721923e-06
HEBP1,0.0,-0.028385436,MRPL20,0.0,4.9379987e-06
SEZ6L,0.0,4.61284,PTGR1,0.0,-7.787028e-07
TRIM34,0.0,,DEC1,0.0,
LINC01725,0.0,4.085877,TTC39C,0.0,
ATG4A,0.0,3.8924763,TRIM36,0.0,1.3019853e-06
TNFRSF10A,0.0,,MLKL,0.0,-9.311733e-07
AC106793.1,0.0,-0.54207206,CH25H,0.0,
RAB11FIP1,0.0,,MDFIC,0.0,
FGF20,0.0,7.862068,PNKP,0.0,1.9968943e-06
KCNAB2,0.0,-7.888856,IL1B,0.0,
TES,0.0,,HNRNPAB,0.0,2.303375e-06
MRFAP1L1,0.0,0.8678178,ALDH18A1,0.0,4.684979e-07
CD247,0.0,2.0512533,AL139807.1,0.0,2.2921315e-06
MAGEC3,0.0,,MCUB,0.0,1.9680624e-06
PDIA4,0.0,-2.3053231,PPP1R3B,0.0,
ATP7A,0.0,,OSTC,0.0,2.6480325e-07
NRAD1,0.0,9.643794,NECTIN2,0.0,-7.900352e-07
HLF,0.0,3.3616168,FAM20A,0.0,
SLC6A13,0.0,,ARHGAP20,0.0,2.2612978e-06
AC008591.1,0.0,,PRDM1,0.0,1.5495948e-06
AL590764.1,0.0,,RPL27,0.0,1.8855161e-06
AC022182.1,0.0,,TAFA2,0.0,-2.1967746e-06
TMEM154,0.0,,UBA52,0.0,1.3110341e-06
TBX18,0.0,,APEX1,0.0,
RUNDC3B,0.0,,RECQL,0.0,-5.009692e-07
PDE1B,0.0,,TDRP,0.0,1.8198799e-06
TNFSF8,0.0,,SNAPC1,0.0,
MAP3K9,0.0,6.0204444,EBI3,0.0,2.0966449e-07
COL5A1,0.0,6.111618,SYAP1,0.0,-5.7508373e-07
FGF12,0.0,,ANGPT2,0.0,
CD34,0.0,8.394093,PPP1R15A,0.0,
FXYD6,0.0,3.5273428,RNF175,0.0,-9.1483247e-07
LRP5L,0.0,0.25651294,NEDD8,0.0,-9.0564816e-07
BTNL9,0.0,,PIRT,0.0,
LYAR,0.0,1.13405,IFI30,0.0,
TMEM185A,0.0,0.36481008,LIN7A,0.0,3.1938077e-06
EPHA3,0.0,1.9644879,MCTP1,0.0,1.6980022e-06
AC016074.2,0.0,5.766176,ACVR1B,0.0,4.1849617e-06
EMCN,0.0,,MX1,0.0,-1.4206752e-06
MBOAT1,0.0,,DEPP1,0.0,
AC046195.1,0.0,1.6823555,ZNF804B,0.0,-3.1513289e-06
CMTM8,0.0,,WDR25,0.0,-1.1710812e-06
NAA38,0.0,,LINC01619,0.0,-1.3910803e-06
PLAC8,0.0,,SNX10,0.0,4.2331993e-07
KCNN2,0.0,7.0775046,AC018816.1,0.0,-9.927921e-07
AC022509.2,0.0,,WARS2,0.0,2.261645e-06
SLC7A8,0.0,6.196783,ATP5MD,0.0,-2.8307372e-06
MEST,0.0,2.5899162,TRIM5,0.0,-9.061169e-07
TNFRSF11A,0.0,4.315907,IRF7,0.0,
FHOD1,0.0,,TMA7,0.0,-6.0227517e-06
LINC02381,0.0,2.2823007,LAMC1,0.0,-3.1613556e-07
GUCY1B1,0.0,,CD226,0.0,-4.1186587e-07
RIPOR3,0.0,5.764654,ID3,0.0,-4.5332163e-07
REXO4,0.0,1.9438114,ALG14,0.0,-4.19149e-07
ANKDD1B,0.0,,MNDA,0.0,-1.0095897e-06
PLXDC1,0.0,,EPHA7,0.0,
RFPL1S,0.0,,DDX31,0.0,-9.053702e-07
MET,0.0,,SUSD1,0.0,1.8240432e-06
CCNT2-AS1,0.0,,RNF217-AS1,0.0,9.5561425e-08
AL137186.2,0.0,,LINC02432,0.0,3.0335611e-06
RIMS2,0.0,6.6478906,ARHGAP4,0.0,-6.5768563e-07
CLDN5,0.0,,CERNA2,0.0,
SGPP2,0.0,,KIAA1549L,0.0,
ARL11,0.0,,NUDT4,0.0,
AC002070.1,0.0,,MIR4435-2HG,0.0,7.3847445e-08
PAQR5,0.0,7.311236,TSHZ3,0.0,7.132758e-07
HSD11B1,0.0,,CCDC85A,0.0,-1.4618051e-06
ZNF670,0.0,,CP,0.0,
DLGAP2,0.0,6.309592,URB1,0.0,5.494189e-07
KANK3,0.0,-0.95968837,DCAF1,0.0,2.43509e-07
ZNF202,0.0,3.9700284,ZUP1,0.0,-5.859641e-07
TMEM71,0.0,,RPL7,0.0,-7.474384e-07
CLEC19A,0.0,,UFL1-AS1,0.0,-2.0930867e-07
ABCG2,0.0,,EPHA5,0.0,
BTN3A2,0.0,,KCNT2,0.0,-2.350238e-06
SORCS1,0.0,3.5037367,KCNE4,0.0,
PLXNA4,0.0,,ERI1,0.0,-2.1403791e-07
BTBD11,0.0,,CALR,0.0,1.8162261e-06
WNT5B,0.0,3.2317054,GPR183,0.0,
NCALD,0.0,5.9737906,AIF1,0.0,
ADGRF5,0.0,,ABHD5,0.0,6.321818e-07
LINC02147,0.0,,RERG,0.0,-2.4055998e-07
OPCML,0.0,5.2587695,ZNF10,0.0,4.2232605e-07
EGFL7,0.0,,CEBPZ,0.0,-8.048437e-08
ZC3H12B,0.0,,AMOTL1,0.0,4.691135e-07
AC087672.2,0.0,4.3696332e-07,GRM7,0.0,-7.25996e-07
UTP4,0.0,,AC090579.1,0.0,9.315531e-07
BMP6,0.0,,IL1R1,0.0,
TFCP2L1,0.0,,FLVCR2,0.0,-3.1166644e-06
ADAMTS19,0.0,,HOMER1,0.0,-1.2725704e-06
SNRPN,0.0,0.8137523,SP140,0.0,-9.824337e-07
ELF4,0.0,,ANGPT1,0.0,-5.178801e-07
KNTC1,0.0,2.1843576,SLC7A1,0.0,6.815637e-08
ANXA3,0.0,,CD163L1,0.0,5.64817e-07
RCC1,0.0,,MVP,0.0,-3.3938043e-06
LINC01122,0.0,,HLA-DPA1,0.0,-9.56838e-07
SASH3,0.0,1.2646083e-06,GHR,0.0,
RIOK2,0.0,0.85237545,GEM,0.0,
KIAA1549,0.0,,PPP1R3C,0.0,
ZNF385B,0.0,,SLC8A1-AS1,0.0,3.5287724e-06
PRRG4,0.0,,COL4A1,0.0,
LIPG,0.0,,AC104574.2,0.0,7.972108e-07
ZNF136,0.0,1.448259e-06,HRH1,0.0,2.482903e-07
RCN3,0.0,,RBKS,0.0,1.9349486e-06
ALPK3,0.0,3.70819,THEMIS2,0.0,-2.436347e-07
AC025164.1,0.0,,SMAD9,0.0,8.997995e-07
ARHGAP44,0.0,,S100A11,0.0,1.0940659e-06
KSR2,0.0,4.526121,C22orf34,0.0,1.134564e-06
ITGAE,0.0,6.7671256,OLR1,0.0,-1.1172742e-06
SLC1A1,0.0,,SNHG12,0.0,
ADA2,0.0,4.2800474,FRY,0.0,-7.530688e-07
AC013287.1,0.0,4.7331405,GBP2,0.0,
HS6ST3,0.0,1.2089474,BACE2,0.0,-3.1705127e-07
SLFN5,0.0,0.27264374,PFN1,0.0,-1.7715415e-06
PATL2,0.0,8.015032,NHS,0.0,2.6906955e-06
AC002480.2,0.0,,CCDC102B,0.0,-8.218657e-07
ERG,0.0,,CD69,0.0,
NFAM1,0.0,,SYNE2,0.0,-1.6207531e-06
AC097662.1,0.0,0.877468,RPL35,0.0,-7.6505455e-07
RAB32,0.0,,TPRG1,0.0,-1.2968907e-06
PTER,0.0,,SVIL,0.0,5.743953e-07
NCBP2,0.0,2.7754572e-07,SLC38A1,0.0,2.2974538e-07
TNFAIP2,0.0,-2.5158272e-07,RPS4X,0.0,2.7358242e-06
ADGRG6,0.0,,GPC6,0.0,-2.284583e-06
CNTN4,0.0,,TNC,0.0,2.0917093e-06
LILRB4,0.0,,NID1,0.0,-1.2598837e-06
MDGA2,0.0,,LY96,0.0,1.1982413e-06
FAAH2,0.0,,APOC2,0.0,-5.250013e-06
MT-ND4L,0.0,3.2012618,DCLK1,0.0,-3.2253863e-07
SPANXA2-OT1,0.0,,RPL18A,0.0,-3.588178e-09
SAMD9,0.0,,IL15,0.0,-1.0591295e-06
MFAP1,0.0,,HMGCS1,0.0,-1.6504066e-06
GPNMB,0.0,0.586627,PSTPIP2,0.0,-3.9692344e-07
TMEM182,0.0,,SSPN,0.0,1.6379237e-06
KCNJ5,0.0,,SLC16A7,0.0,9.844268e-07
PODXL,0.0,,GRIP1,0.0,2.6971584e-06
NLRC4,0.0,,FCER1G,0.0,5.714639e-07
MMRN1,0.0,,C1QA,0.0,2.3650973e-06
ZNF804A,0.0,-2.243398e-06,MS4A4A,0.0,-8.159846e-07
NR2F2-AS1,0.0,,ANKRD22,0.0,
SLC15A3,0.0,,MB21D2,0.0,-4.5453217e-07
GAL3ST4,0.0,,TTN,0.0,7.3611136e-07
PDIK1L,0.0,,ROBO2,0.0,-8.764823e-08
OLFML2B,0.0,,CASP4,0.0,3.0309961e-06
AL592295.4,0.0,,RPS11,0.0,-7.912691e-07
ERAP2,0.0,-1.6580175e-06,TSHZ2,0.0,3.4769416e-06
DENND1C,0.0,-0.21696588,IL7,0.0,
ZNF786,0.0,2.9978492,RPL12,0.0,-1.8898667e-06
IRF5,0.0,,AC104123.1,0.0,-3.0959376e-07
SLC37A2,0.0,3.7931256,LAMA4,0.0,6.333923e-07
LONRF3,0.0,,CLEC2B,0.0,
AP005131.6,0.0,,BSG,0.0,1.1967903e-06
CLPTM1L,0.0,2.056926e-06,SNTB1,0.0,5.9582914e-07
MECOM,0.0,,AC097518.2,0.0,-2.807997e-06
KLHL29,0.0,,NFKBIA,0.0,1.0882277e-07
SCIMP,0.0,,DUSP1,0.0,2.0233463e-06
CTXND1,0.0,4.8406854,JAK3,0.0,-2.243584e-06
ENPP1,0.0,,AC034195.1,0.0,6.560735e-07
SAMM50,0.0,,AL138828.1,0.0,
NANS,0.0,5.795155e-08,CHCHD7,0.0,2.4703337e-07
AC015712.2,0.0,,DGKH,0.0,-1.7560902e-06
AHR,0.0,,CENPP,0.0,1.0058143e-07
BCAS2,0.0,,CEMIP,0.0,
COLQ,0.0,4.708808,APOC1,0.0,-2.0486698e-07
PI4K2A,0.0,-1.1386845e-06,KCND2,0.0,-4.895349e-07
WAS,0.0,,BICC1,0.0,-9.4503713e-07
C2orf27A,0.0,,RPS18,0.0,-1.6076619e-06
SGF29,0.0,1.6584574,AC002069.2,0.0,4.9484214e-07
LDB2,0.0,1.8783406,RASD1,0.0,
ST8SIA6,0.0,,GRIK1,0.0,
CLEC9A,0.0,8.9949793e-07,ADAMTS9,0.0,-1.8998628e-07
ITGA10,0.0,,RPL19,0.0,-3.0000529e-06
CAPG,0.0,,AC073941.1,0.0,-6.4872563e-07
ADORA3,0.0,,AL365295.1,0.0,-7.118751e-07
RAB35,0.0,,CADPS,0.0,1.093223e-06
ACSM5,0.0,,WDR49,0.0,-1.4355853e-06
RP2,0.0,1.4285164e-06,RAB20,0.0,-1.6555758e-06
SMIM3,0.0,-4.192642e-07,ADAMTS17,0.0,-9.67731e-07
RPH3AL,0.0,,PID1,0.0,1.9666076e-07
KIF20B,0.0,,FN1,0.0,
NUBP1,0.0,-1.7234711e-06,ZFPM2,0.0,-1.5953078e-06
IK,0.0,,HSPA5,0.0,8.858554e-07
ODF2,0.0,,OPRM1,0.0,-1.6176282e-06
ORAI2,0.0,,IL10RA,0.0,-1.0944744e-06
ACPP,0.0,-2.5649368e-07,PKNOX2,0.0,-2.1334135e-06
AL158071.4,0.0,,CTSC,0.0,7.8828504e-07
LY75,0.0,2.932489e-06,AGBL4,0.0,-9.104204e-07
AC004083.1,0.0,,COL4A2,0.0,2.9824366e-07
SLC38A7,0.0,4.2783117,TMSB10,0.0,7.796733e-07
SIGLEC11,0.0,,AEBP1,0.0,4.0071828e-07
BTK,0.0,-2.7075185e-07,AL050309.1,0.0,-4.5549097e-08
CPAMD8,0.0,,CD163,0.0,-6.725445e-07
GUCY1A2,0.0,,ARHGAP29,0.0,1.4787148e-06
PDZRN4,0.0,3.6863554,CD14,0.0,-1.1315182e-06
KCNK1,0.0,,ARHGAP18,0.0,-1.3197771e-06
AL121999.1,0.0,,BASP1,0.0,7.864246e-08
AC078845.1,0.0,,RHOJ,0.0,-5.965899e-07
CCDC69,0.0,,RGS6,0.0,-6.8161046e-07
VWF,0.0,,KCNMB2,0.0,
AC092958.1,0.0,,KCNN3,0.0,-1.4287094e-06
HPSE,0.0,,AC002429.2,0.0,-4.2110667e-08
SLC6A15,0.0,,SLC7A5,0.0,4.5350018e-07
FXYD5,0.0,,ERC2,0.0,-8.7695776e-07
ABCA9,0.0,-2.2183926e-06,WARS,0.0,-2.4123915e-06
CYTL1,0.0,,AKAP12,0.0,2.4799803e-07
TRAF2,0.0,,TIMP3,0.0,-3.708806e-07
SHISAL2A,0.0,,RIMS1,0.0,-1.1926041e-06
AL035587.1,0.0,,AC083837.1,0.0,
AC008105.3,0.0,2.0754728e-06,TNFAIP8,0.0,-4.1397476e-07
SLC6A12,0.0,1.5400336e-06,TNS1,0.0,2.116471e-07
SH3BP1,0.0,-1.7701273e-06,RGS16,0.0,
HSF2,0.0,-0.2250269,SNED1,0.0,8.645578e-07
PXDNL,0.0,,TOX,0.0,1.1535853e-06
CBFA2T3,0.0,,HSPB1,0.0,4.4984228e-07
COX17,0.0,,HLA-DRA,0.0,2.8530653e-06
DTX2,0.0,,EMP1,0.0,
FO393401.1,0.0,2.187069e-07,IFI44L,0.0,
LINC02609,0.0,,LINC01094,0.0,7.511316e-07
AC246817.1,0.0,,RPS24,0.0,-2.868882e-07
HELLS,0.0,,P2RY14,0.0,-7.386056e-08
SLC16A1,0.0,,FLT1,0.0,-7.034058e-07
KCNMB3,0.0,,PRELID2,0.0,-2.217763e-06
GMEB1,0.0,-1.5286922,NEDD9,0.0,-4.916842e-07
PTDSS1,0.0,-1.8579847e-06,PLA2G4A,0.0,8.2823584e-07
AL157886.1,0.0,,SLC7A11,0.0,-1.0297119e-06
GRM8,0.0,,CADPS2,0.0,-1.0033082e-06
IFIH1,0.0,-1.3092814e-06,SCIN,0.0,3.0132376e-06
CXorf21,0.0,,RBPMS,0.0,-1.7808865e-07
