APOE3_Normal_names,APOE3_Normal_pvals,APOE3_Normal_logfoldchanges,APOE4_HighRisk_names,APOE4_HighRisk_pvals,APOE4_HighRisk_logfoldchanges
DYSF,0.0,,FOLH1,0.0,
KIAA0825,0.0,4.9112793e-07,MT-ND1,0.0,1.5225924e-06
MS4A14,0.0,,AC079015.1,0.0,1.5341282e-06
GNG2,0.0,5.0291357e-07,LRRTM3,0.0,
GALNT13,0.0,,IRF8,0.0,-2.7194842e-06
MT-ND3,0.0,,SYTL3,0.0,2.2165939e-07
ANKRD18A,0.0,,DYNC1I1,0.0,1.0229915e-07
TMEM132C,0.0,2.5742423e-07,LINC01684,0.0,-1.9685478e-06
LINC02328,0.0,5.1840065e-08,C12orf75,0.0,-3.7818625e-06
STEAP1B,0.0,8.6700334e-07,FAM102B,0.0,2.1610751e-07
AL033523.1,0.0,,VSIG4,0.0,-3.133888e-06
LINC02397,0.0,,MTRNR2L12,0.0,-1.2166213e-06
AC008050.1,0.0,,CNKSR3,0.0,
NRP2,0.0,-7.710573e-07,KYNU,0.0,-1.6278251e-06
ADARB1,0.0,2.3277048e-08,PLAGL1,0.0,1.0314623e-06
FAT3,0.0,-2.1671312e-06,AC078881.1,0.0,4.1879758e-07
SEPTIN6,0.0,1.5028063e-06,VAV3,0.0,-8.867562e-07
PPARG,0.0,6.9300035e-07,AC006230.1,0.0,5.734219e-07
CMKLR1,0.0,1.3650838e-06,KLHL4,0.0,
STOX2,0.0,,PRAM1,0.0,-2.9048367e-06
CLEC2D,0.0,-1.1648468e-06,PECAM1,0.0,
AL392172.1,0.0,2.3357202e-06,AC108721.2,0.0,
AC119674.1,0.0,3.7536452e-06,PTCHD4,0.0,
KLHL6,0.0,1.5527378e-06,NECAB1,0.0,
MS4A7,0.0,-4.0847403e-06,LRRC63,0.0,
HPGDS,0.0,-3.2952394e-07,LINC01505,0.0,-1.0641742e-06
LINC01505,0.0,1.0641742e-06,HPGDS,0.0,3.2952394e-07
LRRC63,0.0,,MS4A7,0.0,4.0847403e-06
NECAB1,0.0,,KLHL6,0.0,-1.5527378e-06
PTCHD4,0.0,,AC119674.1,0.0,-3.7536452e-06
AC108721.2,0.0,,AL392172.1,0.0,-2.3357202e-06
PECAM1,0.0,,CLEC2D,0.0,1.1648468e-06
PRAM1,0.0,2.9048367e-06,STOX2,0.0,
KLHL4,0.0,,CMKLR1,0.0,-1.3650838e-06
AC006230.1,0.0,-5.734219e-07,PPARG,0.0,-6.9300035e-07
VAV3,0.0,8.867562e-07,SEPTIN6,0.0,-1.5028063e-06
AC078881.1,0.0,-4.1879758e-07,FAT3,0.0,2.1671312e-06
PLAGL1,0.0,-1.0314623e-06,ADARB1,0.0,-2.3277048e-08
KYNU,0.0,1.6278251e-06,NRP2,0.0,7.710573e-07
CNKSR3,0.0,,AC008050.1,0.0,
MTRNR2L12,0.0,1.2166213e-06,LINC02397,0.0,
VSIG4,0.0,3.133888e-06,AL033523.1,0.0,
FAM102B,0.0,-2.1610751e-07,STEAP1B,0.0,-8.6700334e-07
C12orf75,0.0,3.7818625e-06,LINC02328,0.0,-5.1840065e-08
LINC01684,0.0,1.9685478e-06,TMEM132C,0.0,-2.5742423e-07
DYNC1I1,0.0,-1.0229915e-07,ANKRD18A,0.0,
SYTL3,0.0,-2.2165939e-07,MT-ND3,0.0,
IRF8,0.0,2.7194842e-06,GALNT13,0.0,
LRRTM3,0.0,,GNG2,0.0,-5.0291357e-07
AC079015.1,0.0,-1.5341282e-06,MS4A14,0.0,
MT-ND1,0.0,-1.5225924e-06,KIAA0825,0.0,-4.9112793e-07
FOLH1,0.0,,DYSF,0.0,
ITGA2,0.0,,PARVB,0.0,-3.5742237e-06
FGF1,0.0,,APOD,0.0,1.1538141e-06
FBN1,0.0,1.4886606e-06,HDX,0.0,-7.6617425e-07
CD22,0.0,,LINC02246,0.0,1.2119552e-06
ARHGAP42,0.0,-1.421332e-06,AL133304.3,0.0,
LMO7,0.0,-5.970795e-07,GREB1L,0.0,
DENND2A,0.0,4.677645e-07,NCEH1,0.0,2.8245867e-07
RASSF3,0.0,-2.2156785e-06,AL353138.1,0.0,
LAMA2,0.0,1.4712367e-06,LRRTM4,0.0,
RAPGEF4,0.0,3.604466e-06,FRMD3,0.0,-4.8382697e-07
WNT2B,0.0,3.8143008e-07,MICOS10,0.0,1.0022444e-08
NXN,0.0,-4.1622306e-07,AL589935.1,0.0,-2.1874469e-06
AC025569.1,0.0,-1.2120494e-06,EFEMP1,0.0,-1.9819895e-06
CX3CR1,0.0,1.6837703e-06,LINC01170,0.0,
NLRP1,0.0,,TMC8,0.0,-1.7016711e-06
RCAN2,0.0,,DIRC3,0.0,2.775012e-06
PLD5,0.0,,ABTB2,0.0,-1.8792227e-07
PPP1R16B,0.0,,ELOVL7,0.0,
TMEM98,0.0,,ZNF75D,0.0,1.0712364e-06
HEG1,0.0,-2.910627e-06,ENG,0.0,2.8106892e-06
LINC00578,0.0,,GUCY1A1,0.0,
STK10,0.0,1.430692e-06,PCLO,0.0,9.2329645e-07
GCNT2,0.0,-1.0134422e-06,MAP2,0.0,-6.678736e-07
ZFPM2-AS1,0.0,-3.4613433e-06,DAB1,0.0,
FLRT2,0.0,-4.751064e-07,MYRIP,0.0,-2.2662796e-07
RETREG1,0.0,-3.901722e-07,MRC1,0.0,
SGO1-AS1,0.0,-7.019606e-07,LINC02391,0.0,4.336518e-07
CYTH3,0.0,7.5365733e-07,GRID2,0.0,-5.9824305e-07
AC079352.1,0.0,1.9221072e-06,DGKB,0.0,6.4948534e-07
CNDP1,0.0,,AC090015.1,0.0,
RASGRF2,0.0,-3.8226935e-07,LINC01088,0.0,1.3396639e-06
HHIP,0.0,,SEMA5A,0.0,1.4063613e-06
GRB10,0.0,,CDH13,0.0,
GRK5,0.0,5.1475645e-08,S100Z,0.0,2.270992e-07
UACA,0.0,-2.5967734e-07,DNAJB1,0.0,-2.6944485e-06
ADAMTSL3,0.0,-1.1966564e-06,SLC24A3,0.0,-2.8419467e-07
TXNIP,0.0,-7.3903175e-07,MT-ND5,0.0,-5.627093e-07
GPR137C,0.0,1.5161235e-06,CALN1,0.0,4.6590308e-06
PPFIBP1,0.0,-1.3257848e-06,PLEK,0.0,-2.8687978e-06
AL008633.1,0.0,8.8979186e-07,IQGAP2,0.0,1.6268417e-06
PCED1B,0.0,3.6087465e-06,STAB1,0.0,1.7987127e-06
NEGR1,0.0,-3.911523e-07,PCBP3,0.0,-5.3468835e-07
RTN1,0.0,-1.2971874e-06,FCGBP,0.0,1.5735466e-06
ITGAX,0.0,1.1593354e-06,RNLS,0.0,-1.0120735e-06
AC012494.1,0.0,,AC114763.1,0.0,-1.4864762e-06
LINC00320,0.0,,AL354809.1,0.0,
POLR2F,0.0,-1.0129745e-06,TRIM14,0.0,-1.7277786e-06
STPG2,0.0,5.1865095e-07,PLPPR1,0.0,
FA2H,0.0,,CSMD2,0.0,
MAP1B,0.0,-2.2139354e-06,SMAD6,0.0,-7.6507473e-07
SLC2A9,0.0,2.1462718e-07,EMB,0.0,4.9566934e-06
CCDC26,0.0,-9.079873e-07,EPB41L4A,0.0,1.7742609e-06
LINC01608,0.0,,LINC02712,0.0,-9.218617e-07
MSR1,0.0,1.6636038e-06,AC104389.5,0.0,-3.289452e-07
CA2,0.0,-1.1943973e-07,RNF2,0.0,-1.7514444e-06
LINC02245,0.0,1.6903507e-06,AF165147.1,0.0,-1.3906074e-06
LRRC7,0.0,-1.4766512e-06,ABCA6,0.0,8.1506437e-07
AC008014.1,0.0,-8.037406e-07,ADGRD1,0.0,-6.2778815e-07
IL18,0.0,2.9008027e-06,GFOD1,0.0,-2.6584999e-06
KCNK13,0.0,1.3275768e-06,TPST2,0.0,-2.5338259e-06
GPRIN3,0.0,-1.5750525e-06,PDE3A,0.0,-2.4268522e-06
LCP2,0.0,-1.0350626e-06,SLC12A7,0.0,2.1896055e-06
HS3ST5,0.0,-6.318999e-07,RYR2,0.0,
PDZD2,0.0,-2.5935114e-07,LURAP1L-AS1,0.0,
COX10-AS1,0.0,5.7154136e-08,AC116362.1,0.0,
PIP5K1B,0.0,-6.4242283e-07,COBLL1,0.0,3.866231e-06
HECW2,0.0,,GALNT15,0.0,-4.721864e-07
STK32B,0.0,-1.5329472e-06,MIR222HG,0.0,8.002255e-07
CNTNAP4,0.0,,NR2F1,0.0,-1.5818043e-07
KIF6,0.0,,CSMD1,0.0,
CPVL,0.0,3.0756385e-06,PLS3,0.0,2.44254e-07
PDE1A,0.0,,AC090630.1,0.0,
POU2F2,0.0,1.2749629e-06,DGKI,0.0,
PLEKHG1,0.0,-5.645937e-07,PRMT7,0.0,-8.491181e-07
KCNQ1OT1,0.0,6.906578e-07,PACRG,0.0,4.275641e-06
SELENOP,0.0,-2.387116e-08,ARPP21,0.0,
SILC1,0.0,,PLCB4,0.0,3.8885214e-06
CACNA1D,0.0,-8.1090934e-07,LINC02057,0.0,
LINC00639,0.0,,GK5,0.0,4.9423625e-07
BCAS1,0.0,,ZC3H8,0.0,1.6150391e-06
LINC01141,0.0,1.0925244e-06,SLC19A1,0.0,-4.905749e-07
APOLD1,0.0,2.479862e-06,PDE10A,0.0,-3.9242198e-07
THRB,0.0,1.2849066e-06,SENP1,0.0,1.2434942e-06
COTL1,0.0,3.1382265e-07,OSBP,0.0,-4.619389e-07
AC008691.1,0.0,,MIR31HG,0.0,
LRP2,0.0,,SPTLC3,0.0,-6.1605283e-07
MT-ND2,0.0,-3.95525e-07,XACT,0.0,
CEP128,0.0,-5.369995e-07,TBPL1,0.0,8.998085e-07
SLC5A11,0.0,,IKBIP,0.0,1.0887965e-06
ZC3HAV1,0.0,-8.8379824e-07,UBB,0.0,-9.442205e-07
KCTD8,0.0,-1.1879181e-06,TAFA1,0.0,3.170653e-08
TMEM131L,0.0,-6.0039893e-09,DOCK6,0.0,-8.120183e-07
KCNMB4,0.0,,FYCO1,0.0,9.020287e-09
TMEM156,0.0,-7.9241147e-07,CSMD3,0.0,
ZNF618,0.0,-7.719321e-07,GCNA,0.0,
EGFR,0.0,-1.774781e-06,CHMP4B,0.0,-1.15500995e-07
TMEFF2,0.0,,MZF1,0.0,2.387872e-06
CBLB,0.0,-3.9681194e-07,CCNG2,0.0,
NR6A1,0.0,3.005939e-06,TMEM242,0.0,3.2653752e-06
SCARB1,0.0,2.4782867e-06,UBE2Q2,0.0,6.879938e-07
AK5,0.0,,SHC3,0.0,
MIR181A1HG,0.0,-8.8176074e-07,DACH1,0.0,
MIS18BP1,0.0,2.9500982e-06,GRK2,0.0,5.1368534e-06
ANO4,0.0,,ETS1,0.0,2.0388798e-06
LRRK2,0.0,2.6609774e-07,AC026341.1,0.0,6.167184e-07
DSCAM,0.0,7.583003e-07,RBFOX1,0.0,
OSBP2,0.0,1.7105161e-06,TTF1,0.0,-7.3304744e-07
UGT8,0.0,,CARNMT1,0.0,6.189609e-07
RNF144A,0.0,-1.4512541e-06,PPP1R2,0.0,-4.8422396e-07
SH3D19,0.0,1.4635019e-06,ZNF766,0.0,-3.8433782e-07
ATP1B3,0.0,3.6623853e-06,DGKE,0.0,-3.778131e-07
SHROOM4,0.0,,MTHFS,0.0,-1.023651e-06
PCSK6,0.0,,SNX7,0.0,1.7736885e-06
CALD1,0.0,8.542937e-07,RALB,0.0,8.109269e-08
STK39,0.0,-4.984505e-07,CMTM1,0.0,-2.429531e-07
AC093865.1,0.0,4.4705513e-07,TLR6,0.0,-5.663155e-07
AC009063.2,0.0,,CFAP161,0.0,
SLC12A2,0.0,-4.2363507e-07,MYL12B,0.0,-2.9758776e-06
PIEZO2,0.0,,BID,0.0,2.1841497e-06
MOBP,0.0,,MTRNR2L1,0.0,
MAN1A1,0.0,1.5730601e-06,KLHL36,0.0,-1.614222e-08
AP001977.1,0.0,,CCDC138,0.0,
KCNH8,0.0,,DAPK2,0.0,
CREB5,0.0,1.33223e-06,LGR5,0.0,
KAZN,0.0,-1.855012e-06,ZC3H3,0.0,-1.344113e-06
ABCA8,0.0,2.8899638e-06,UBE2D1,0.0,2.8250906e-06
SLCO1A2,0.0,,PTGS1,0.0,-3.2428864e-07
SYNJ2,0.0,,SLC7A7,0.0,-8.072894e-07
NEK10,0.0,-2.49012e-06,DSTN,0.0,3.4028456e-06
AL163541.1,0.0,1.6134694e-06,STMN1,0.0,
ANLN,0.0,,AFF3,0.0,
LINC00609,0.0,1.2395457e-06,STEAP3,0.0,-1.8060342e-07
AC066613.2,0.0,,ACTN2,0.0,-1.2268634e-07
CD86,0.0,6.593097e-07,LINC02018,0.0,
CARD11,0.0,-2.051654e-06,SMYD4,0.0,-1.4826986e-06
CHST15,0.0,2.0721438e-06,TGFA,0.0,
XKR6,0.0,-2.486482e-07,ACER2,0.0,
KCNQ1,0.0,2.14322e-06,MICAL1,0.0,
CHSY3,0.0,2.3238172e-06,CENPJ,0.0,
LRRC4C,0.0,-1.2883613e-06,ITGA5,0.0,2.2116442e-06
LY86,0.0,-1.9594743e-06,CD276,0.0,-1.2787908e-06
EDA,0.0,-7.825342e-08,TLR7,0.0,
DMD,0.0,-3.9864835e-06,GXYLT2,0.0,
PHACTR2,0.0,-2.0352586e-06,ERN1,0.0,1.3886659e-06
ENPP2,0.0,2.097991e-06,AC092821.3,0.0,-1.2257864e-06
SLC7A14-AS1,0.0,-9.954126e-07,NUCB2,0.0,-1.3972833e-06
SH3GL3,0.0,,CDH8,0.0,
DPP6,0.0,-1.1349923e-06,CHKB,0.0,6.9824046e-07
ROBO1,0.0,1.4277405e-06,CASP10,0.0,-7.777617e-07
AC008571.2,0.0,,MTFMT,0.0,-1.5162257e-06
PIK3AP1,0.0,-3.5202626e-07,MILR1,0.0,1.3491035e-07
MLLT3,0.0,-8.139571e-07,AC025171.2,0.0,1.2987701e-06
MT-ATP6,0.0,-5.710005e-07,ALKBH1,0.0,1.248395e-06
IQCJ-SCHIP1,0.0,-1.7312973e-06,SLC31A1,0.0,3.481623e-07
ST8SIA4,0.0,-4.1607302e-07,JADE3,0.0,
GRAMD2B,0.0,7.676036e-07,YES1,0.0,2.763895e-06
LINC02232,0.0,3.6947088e-06,HEXD,0.0,-3.2598444e-07
C3,0.0,-1.1139813e-06,CORO1A,0.0,7.2240056e-07
KCNIP1,0.0,2.0103014e-06,RIPOR2,0.0,
SGCD,0.0,1.9817325e-07,AC126177.3,0.0,
AL357522.1,0.0,1.0008093e-06,GRIA3,0.0,
CRYAB,0.0,1.6979595e-06,ADAMTS18,0.0,
PRKCH,0.0,-6.26369e-07,WIPF3,0.0,
ARHGAP25,0.0,-4.276008e-07,SLIT2,0.0,
PADI2,0.0,-1.4459687e-06,LINC01470,0.0,
LINC01374,0.0,2.8094703e-07,CAMKK2,0.0,-1.0024345e-06
RAPGEF5,0.0,1.8497648e-06,EBF1,0.0,-1.0038058e-06
MT-CO3,0.0,1.04231e-06,C16orf87,0.0,4.849832e-07
FAM107B,0.0,-2.4908454e-06,FAM111A,0.0,-1.6291393e-06
ZNF536,0.0,,PHTF1,0.0,1.8600002e-06
CNTNAP2,0.0,,CYSLTR1,0.0,
PARP8,0.0,-7.871335e-07,KCNK6,0.0,
KIRREL3,0.0,,AC109927.1,0.0,1.1670224e-06
NFASC,0.0,4.5588862e-08,STPG4,0.0,1.6594223e-06
HDAC2-AS2,0.0,1.2928804e-06,AC061708.1,0.0,
PSMA1,0.0,6.7802307e-07,ICA1,0.0,-9.2641125e-07
PLCL2,0.0,7.3429413e-07,LST1,0.0,-1.2052392e-06
WDFY4,0.0,2.768005e-06,PARP12,0.0,1.9130057e-06
NRXN3,0.0,6.092881e-07,CCDC3,0.0,
DNAJC6,0.0,-9.122726e-07,SIGLEC8,0.0,-2.3549223e-06
PRUNE2,0.0,1.7011503e-06,TSBP1-AS1,0.0,
NLGN1,0.0,8.2872987e-07,SYTL2,0.0,5.0253027e-07
MT-ND4,0.0,5.6452103e-07,KCNH1,0.0,
A2M,0.0,-1.0339716e-06,RASGRF1,0.0,
AL392172.2,0.0,4.1356932e-07,Z93930.2,0.0,8.145542e-07
DSCAML1,0.0,,NDC1,0.0,6.037089e-07
ANK3,0.0,,PLGRKT,0.0,7.158605e-07
CLMN,0.0,-1.7696664e-06,SLC45A4,0.0,-1.15736945e-07
PALM2-AKAP2,0.0,2.953866e-06,TBCEL,0.0,5.3482245e-07
C10orf90,0.0,1.0370671e-06,ITGAL,0.0,6.4719535e-07
IGSF21,0.0,3.4664824e-06,AC233296.1,0.0,
DISP1,0.0,1.2908058e-06,ZNF66,0.0,-3.4563361e-06
AKAP6,0.0,-5.132212e-07,AL392023.2,0.0,
IKZF1,0.0,2.9686287e-06,PRMT9,0.0,-1.5839906e-06
MT-CYB,0.0,5.2153047e-07,TRPM6,0.0,
SLC24A2,0.0,,KIAA1211L,0.0,-5.060833e-07
LRRK1,0.0,-1.52186e-06,VRK1,0.0,-7.091912e-07
PDE1C,0.0,-1.4933163e-06,MIR2052HG,0.0,-2.1840601e-06
QDPR,0.0,,KHDRBS2,0.0,
MYO1D,0.0,-1.0945818e-06,FGL1,0.0,
UNC5C,0.0,3.9553348e-07,FAT4,0.0,
SYK,0.0,1.7988159e-06,DHX57,0.0,1.4922165e-06
SLCO3A1,0.0,-5.5052266e-07,RNF166,0.0,2.2556742e-06
FOXP2,0.0,-1.0489944e-06,MED26,0.0,-2.8605111e-06
RNF150,0.0,1.0423321e-06,SYT14,0.0,
TSPAN5,0.0,-5.8237475e-07,NKD1,0.0,3.3432602e-07
TF,0.0,-4.222898e-07,GREM1,0.0,
MT-CO2,0.0,-5.3418546e-07,OPALIN,0.0,
SPOCK1,0.0,-6.968215e-07,CTDP1,0.0,1.0609393e-06
PKP4,0.0,-2.5439346e-07,C3AR1,0.0,-3.0978263e-06
ARHGAP6,0.0,-2.9221064e-06,MSH4,0.0,
MT-CO1,0.0,1.1883166e-06,FRG1-DT,0.0,
ADARB2,0.0,,GCNT1,0.0,
EDIL3,0.0,7.3156536e-07,FRMD6,0.0,-1.494362e-06
IPCEF1,0.0,3.795638e-06,BBS7,0.0,-3.3863958e-07
SLAIN1,0.0,4.0239573e-07,AL356124.1,0.0,8.175933e-07
NKAIN2,0.0,1.1551062e-06,AKAP8,0.0,-2.351327e-06
KLHL32,0.0,-2.0907162e-07,ADAM19,0.0,
FAM149A,0.0,2.857714e-06,RILPL2,0.0,-2.2377903e-06
PXK,0.0,1.8175006e-06,CDYL2,0.0,
TTLL7,0.0,3.269915e-06,ITIH5,0.0,-6.9652015e-07
ANKS1B,0.0,-1.774077e-06,SNAP29,0.0,9.88001e-07
DOCK9,0.0,1.1912822e-06,LIMK1,0.0,-1.5592816e-07
SPOCK3,0.0,,COPS4,0.0,-5.392016e-07
PEX5L,0.0,-2.919224e-06,RMDN2,0.0,-2.7044375e-06
ASTN2,0.0,2.1736045e-07,ABRAXAS2,0.0,-2.121832e-06
CPM,0.0,-1.1791278e-06,LTA4H,0.0,1.4662807e-06
RASGEF1C,0.0,3.6223753e-06,B4GALT4,0.0,-2.2993047e-06
TBC1D4,0.0,-9.904005e-08,ASXL3,0.0,
ST18,0.0,1.9216847e-07,RNF135,0.0,-1.0821881e-06
ATP8B4,0.0,-3.3658112e-06,ARHGAP45,0.0,-7.7732443e-07
APBB2,0.0,-9.306742e-08,SVEP1,0.0,
BLNK,0.0,-2.4594372e-06,SLC2A1,0.0,7.5444393e-07
AOAH,0.0,-4.073918e-07,CD37,0.0,1.5292552e-07
LPCAT2,0.0,-4.568189e-06,CDKN2B-AS1,0.0,-1.2022929e-06
MTSS1,0.0,-1.4095773e-06,AL445250.1,0.0,
AC007262.2,0.0,2.151008e-07,SORBS2,0.0,
P2RY12,0.0,-1.2693037e-06,CLECL1,0.0,
BNC2,0.0,1.0527566e-06,MSL3,0.0,-7.568035e-07
PLPP1,0.0,1.1041421e-06,ERLIN1,0.0,4.1242905e-07
LINC02798,0.0,3.7269542e-06,RFC3,0.0,7.7714844e-08
SGK1,0.0,-4.0279724e-06,NEB,0.0,-4.7090305e-07
CACNA1A,0.0,-1.6246834e-06,CAMK4,0.0,-3.1771836
ABCC4,0.0,-2.978929e-06,HMGA1P4,0.0,3.5779865e-06
PLP1,0.0,1.7051882e-06,POLA2,0.0,-3.659157e-06
DLC1,2.15242592859723e-310,-1.0404746e-06,RARB,0.0,-4.377784
GRM3,5.177840157073474e-304,-4.0079345e-07,NSA2,0.0,
PRKCB,9.062436457012895e-303,4.2793786e-07,IL16,0.0,
SOCS6,2.1638367999399557e-299,-1.0295117e-06,ANO2,0.0,
FRMD5,7.68705683024032e-284,-3.789822e-06,ZEB1-AS1,0.0,2.13604e-06
KHDRBS3,1.3324810566683785e-283,-3.3343844e-07,STXBP5-AS1,0.0,
TMEM144,2.0897761141277503e-280,1.6049145e-06,SELPLG,0.0,
IL1RAPL1,9.695738698244568e-280,1.1401995e-06,SBF2-AS1,0.0,-1.8334421e-06
TRIM2,3.6072022252924645e-276,9.747387e-08,AC092535.4,0.0,-3.455764e-06
ARHGAP15,9.436025638157376e-267,-4.9570224e-07,CASC15,0.0,
ATP8A1,1.0518099969957085e-265,1.5099067e-07,SHANK3,0.0,
CTNNA3,3.5797525181861335e-258,-3.4081484e-06,SH3TC2-DT,0.0,
SDK1,7.167558000638978e-256,1.7162216e-06,TBX19,0.0,-8.0998683e-07
ZDHHC20,3.760261194064548e-251,3.2686404e-07,TMEM14C,0.0,-2.6369974e-06
CPED1,4.700342685662453e-239,-3.8857115e-07,SH3BP5,0.0,4.5848246e-06
PTPRD,2.7530282179398034e-230,-5.089961e-07,ARL6,0.0,8.1254746e-07
RAPGEF1,3.8055422109823567e-227,-1.3165251e-06,AL603839.3,0.0,
CCND3,2.964967883701241e-215,5.8234775e-07,AC132153.1,0.0,2.5032405e-06
RNF220,2.7528082953757778e-211,-2.3615121e-07,ARHGAP30,0.0,8.4175343e-07
ADIPOR2,1.0362339011727177e-207,-1.172762e-06,GLIPR1,0.0,
MAP7,2.931295726501792e-195,-2.8632743e-09,RNF152,0.0,5.660758e-07
PTPRK,7.213371334941149e-184,-1.9894032e-06,PPM1E,0.0,
PPP2R2B,5.546680120908683e-165,1.7079324e-06,LEF1,0.0,3.456828e-06
HS3ST4,3.7524685924436877e-162,-3.6938372e-06,ARHGAP10,0.0,1.6290453e-07
PDE3B,1.057550757313678e-160,-1.0463837e-06,ACTA2,0.0,-4.8847124e-07
NCAM2,5.958393654377412e-156,-3.057484e-07,ERCC1,0.0,-3.3264937e-06
ARL15,1.8622523453808865e-143,-1.3533041e-06,ADGRL2,0.0,
STARD13,5.607827794066028e-138,6.477984e-07,FBN2,0.0,-1.9155618e-06
RASSF8,3.569928576254237e-102,1.10440496e-07,AC010378.2,0.0,3.9671934e-07
SLC44A1,1.6981748597033297e-78,6.1767497e-07,AL162414.1,0.0,1.8036923e-06
GLDN,3.186948794817706e-76,2.533671e-06,FAM78A,0.0,
MAN2A1,1.2179028537040244e-68,-8.033158e-08,SINHCAF,0.0,-1.9490144e-06
NAMPT,1.1622861054776989e-21,-1.6388298e-06,WDR81,0.0,-6.68675e-07
PLCL1,1.473055311248176e-10,9.960723e-07,TLR10,0.0,3.830356e-07
CEBPD,0.04292282770570309,3.3641456e-07,ANKRD37,0.0,2.8204402e-06
HSP90AA1,0.3830831971096035,-1.9374552e-06,PTPRB,0.0,
FTL,7.319292428377548e-26,3.4259895e-07,PIK3R3,0.0,
MT2A,3.3352827277009464e-47,-1.1045543e-07,MPV17,0.0,
SH3RF3,1.4257105627932762e-75,-2.2089921e-07,DDX27,0.0,
KCNQ3,1.127482967237091e-86,-6.020746e-07,SLC30A1,0.0,2.3688865e-06
FAM189A2,2.1935688301464832e-92,-5.8864634e-07,OSBPL5,0.0,1.18773144e-07
RORA,2.983934737207425e-94,-7.2355215e-07,PLA2G15,0.0,
SLC2A3,2.666233855934305e-116,-1.9239137e-06,KCNIP4,0.0,-8.130085
RBMS3,5.172577591323069e-140,-1.1639701e-06,IFIT3,0.0,2.4695961
COLEC12,1.2243959719172266e-141,-2.5025602e-07,MAOA,0.0,1.9051857e-06
MT1M,6.098472251499767e-143,,FAM241A,0.0,-6.371506e-08
SLC1A2,8.737747320246118e-147,3.2123313e-07,DCC,0.0,
IFITM3,9.190117919420851e-163,1.0954811e-06,TMEM120B,0.0,-2.055559e-06
GPM6A,6.026612545979711e-168,1.7719721e-07,CCND1,0.0,7.614432e-07
GPC5,1.1615014785442677e-169,-8.866043e-08,ABCB1,0.0,
FOS,3.2512134628910057e-177,2.634832e-06,SLFN11,0.0,-1.0929552e-06
B2M,2.2913461438015167e-182,-5.4575344e-07,ITGA1,0.0,-1.5873537e-06
PTPRC,1.0858460470503087e-199,-2.4108974e-06,CLIC2,0.0,
CTNND2,9.988113368532616e-201,1.0106811e-06,ARRDC3-AS1,0.0,-6.0194134e-07
ERBB4,8.016902763738758e-209,1.0978516e-06,STAT5A,0.0,2.6206442e-07
CTNNA2,2.057622573376826e-209,8.3417314e-07,AFAP1,0.0,3.690348e-07
HILPDA,2.272702728481164e-211,9.1191296e-08,SLC35F3,0.0,
ANGPTL4,3.314002420828499e-225,1.13856835e-07,UNC5D,0.0,
SRGN,9.718244661386015e-227,5.0385995e-07,P2RY6,0.0,-4.4778182e-07
HIF1A-AS3,8.009423775843413e-235,1.4212195e-06,PLXNA1,0.0,
ZEB1,3.757657260023222e-241,-1.3621107e-06,SGSM1,0.0,
FYN,3.710295923126981e-249,1.3001713e-06,TRMT1,0.0,3.2028915e-06
MIR646HG,6.067936239851805e-258,5.4006154e-07,OPA3,0.0,
PTPRG,8.479643335544321e-260,1.9733433e-07,SPARC,0.0,
HAMP,1.0067333339504886e-272,,SMC4,0.0,
CD44,7.43775115179338e-284,-2.4002425e-06,KCNMB1,0.0,2.0446066e-06
SLC4A4,2.0948394488372347e-293,5.27231e-07,LINC02742,0.0,3.874897e-06
SAT1,2.0939629756624198e-302,1.0705005e-06,CFAP47,0.0,
TMEM163,1.6276546074997854e-308,-1.6867629e-06,VLDLR-AS1,0.0,
GNA14,0.0,8.1950026e-07,MORC1,0.0,
ACSS3,0.0,-1.8338635e-06,GABARAPL1,0.0,7.317336e-07
PDZRN3,0.0,3.1742995e-06,ADAM32,0.0,-1.9876795e-06
TGFBR1,0.0,-2.9542178e-07,NIPAL2,0.0,-1.5597244e-06
SGIP1,0.0,6.7368967e-07,GRIN2A,0.0,
PLOD2,0.0,-7.1793573e-07,MAP1S,0.0,
NRXN1,0.0,-1.3275846e-07,SPICE1,0.0,2.4938881e-06
ABCC9,0.0,-5.9388125e-08,SEC24C,0.0,1.7592045e-06
IGFBP7,0.0,-1.9830482e-06,C11orf74,0.0,
TRPM3,0.0,1.2301531e-06,TYK2,0.0,
LINC00499,0.0,9.4360144e-07,PDE4A,0.0,-4.3745618e-07
RBMS1,0.0,9.94757e-07,LINC01357,0.0,
ADAM28,0.0,1.176247e-06,PIH1D1,0.0,7.6604323e-07
RGS1,0.0,,MTMR8,0.0,-8.97524e-07
USP53,0.0,6.9962374e-07,MTRNR2L8,0.0,5.7417856e-07
BAALC-AS1,0.0,1.3796794e-06,KLRD1,0.0,
CPE,0.0,9.203586e-07,HLA-DRB5,0.0,
CHI3L1,0.0,1.4088915e-06,THSD4,0.0,
LHFPL6,0.0,-1.1645296e-06,UBTF,0.0,
GMDS,0.0,-6.3838337e-07,PAWR,0.0,-1.2719348e-06
PLEKHA5,0.0,8.436818e-07,SUSD3,0.0,
PRKD1,0.0,-6.405489e-07,LINC01588,0.0,
ABCA1,0.0,1.1154982e-06,RPIA,0.0,2.7519994e-07
PDE4D,0.0,-4.1281194e-07,KCNJ3,0.0,
UBC,0.0,5.927273e-07,CT69,0.0,
